nome_completo,prim_habi,data_nasci,local_nasci,uf_3,data_emissao,validade,doc_identida,org_emissor,uf_4c,cpf,num_regis,categoria,pai,mae,assinatura
Lucas Gabriel Rezende,A,12/09/1953,Rocha do Sul,AL,07/02/2024,04/02/2034,91.411.232-6,SSP,TO,513.806.279-40,61045301160,A,Dr. Henry Cavalcante,Heloisa Cirino,Lucas Gabriel Rezende
Sra. Julia da Costa,C,09/08/1977,Freitas das Flores,SP,25/03/2020,23/03/2030,82.294.187-5,IFP,RJ,604.278.153-71,20186762579,C,Sr. Nathan Ribeiro,Ana Luiza Ferreira,Sra. Julia da Costa
Catarina Nascimento,C,19/03/1992,Albuquerque Paulista,MS,05/12/2020,03/12/2030,55.949.646-6,SSP,CE,086.235.479-00,14227671948,C,Caio Camara,Cecilia Ribeiro,Catarina Nascimento
Joao Felipe Monteiro,D,24/11/1998,Araujo da Mata,BA,11/10/2023,08/10/2033,71.999.967-3,IFP,TO,580.362.974-00,93590178804,D,Jose Miguel Silva,Olivia Silva,Joao Felipe Monteiro
Ana Livia Castro,D,29/04/1945,Novais,DF,17/05/2021,15/05/2031,97.505.777-8,DETRAN,PB,987.130.254-14,47861329344,D,Anthony da Rocha,Sofia Duarte,Ana Livia Castro
Rhavi Camargo,A,13/03/1980,Pimenta,SP,07/10/2024,05/10/2034,67.234.593-4,SSP,PI,291.784.530-97,66020860175,A,Dr. Miguel Sousa,Eduarda Guerra,Rhavi Camargo
Ana Beatriz Cavalcante,E,27/06/2007,da Cunha,ES,23/05/2021,21/05/2031,78.622.107-3,IIRGD,MA,359.406.128-06,31723406687,E,Joao Pedro Sousa,Raquel Cunha,Ana Beatriz Cavalcante
Dr. Enzo da Paz,A,18/07/1977,Pimenta da Mata,RS,31/10/2020,29/10/2030,90.178.535-9,IFP,PB,528.971.043-41,28373917853,A,Davi Luiz Cassiano,Maria Alice da Rocha,Dr. Enzo da Paz
Sra. Leticia Montenegro,D,28/01/1976,Mendes,ES,15/06/2020,13/06/2030,57.414.775-7,IFP,RS,435.627.809-74,84557560061,D,Benicio Moura,Marcela Nogueira,Sra. Leticia Montenegro
Helena Porto,E,29/12/1953,Pires,AM,30/07/2017,28/07/2027,54.981.502-5,SSP,PB,376.150.489-66,15414363242,E,Sr. Joao Pedro Oliveira,Sophie Dias,Helena Porto
Brenda Azevedo,B,05/10/1969,Borges da Praia,RR,01/03/2019,26/02/2029,70.700.408-7,IPF,MT,061.839.542-33,42072344228,B,Brayan da Costa,Sophia Cunha,Brenda Azevedo
Luan Montenegro,E,17/04/1969,das Neves,GO,07/12/2018,04/12/2028,77.426.894-2,SSP,SC,120.756.483-44,20432312939,E,Enzo Moraes,Sra. Isis Rios,Luan Montenegro
Enrico da Cruz,A,16/05/1947,Montenegro,GO,13/03/2020,11/03/2030,16.199.966-5,PC,RR,419.658.732-19,42249869231,A,Diego Jesus,Heloisa Macedo,Enrico da Cruz
Davi Miguel Correia,A,15/12/2003,da Costa do Galho,PR,19/02/2019,16/02/2029,43.919.731-6,IFP,RJ,651.293.074-61,22637771426,A,Henrique Oliveira,Lunna Borges,Davi Miguel Correia
Alexia Porto,C,28/07/1945,Moraes,DF,03/02/2020,31/01/2030,77.562.790-3,IPF,AC,965.278.340-47,97005434709,C,Diogo Rocha,Sabrina Jesus,Alexia Porto
Eloah Ferreira,B,03/01/1992,Abreu,MG,02/10/2016,30/09/2026,36.521.157-8,IFP,ES,561.347.028-62,97472688001,B,Henry Oliveira,Mariah da Luz,Eloah Ferreira
Lais Teixeira,D,30/11/1953,da Mota do Sul,RN,12/11/2017,10/11/2027,14.731.627-8,SSP,ES,439.716.208-50,62891289867,D,Kevin Goncalves,Lavinia Siqueira,Lais Teixeira
Julia Garcia,D,25/05/1973,Martins de Sa,DF,26/10/2018,23/10/2028,81.356.357-1,DETRAN,SE,213.079.684-22,51094171915,D,Juan Cunha,Maysa Peixoto,Julia Garcia
Henry Gabriel Correia,A,22/04/1956,Barbosa de Pires,AL,01/06/2019,29/05/2029,74.502.142-2,SSP,MG,357.891.406-10,24568206194,A,Oliver Moreira,Elisa Alves,Henry Gabriel Correia
Enrico Jesus,B,11/02/1967,Alves de Camara,PA,12/02/2022,10/02/2032,27.320.671-5,IIRGD,PR,892.741.306-78,88600194234,B,Arthur Gabriel Nogueira,Beatriz Borges,Enrico Jesus
Josue Barbosa,E,04/06/1955,Cirino,CE,06/03/2017,04/03/2027,69.273.677-1,IIRGD,RR,134.569.720-16,40321013845,E,Theo Rios,Dra. Isabella Marques,Josue Barbosa
Sra. Barbara Correia,C,11/11/1972,da Cunha,DF,10/03/2022,07/03/2032,79.546.450-5,IIRGD,AL,849.701.256-94,89015671868,C,Sr. Luiz Felipe Lopes,Bruna Leao,Sra. Barbara Correia
Joaquim Nascimento,A,14/04/2000,Albuquerque do Campo,MA,11/12/2017,09/12/2027,67.430.589-3,PC,SE,409.738.561-57,73658701168,A,Sr. Thales Vieira,Dra. Fernanda Vargas,Joaquim Nascimento
Raul Camara,A,19/12/1977,da Mota de Freitas,PB,06/08/2018,03/08/2028,62.824.321-5,DETRAN,AM,490.513.782-97,28330599704,A,Benicio Duarte,Jade Garcia,Raul Camara
Rodrigo Rocha,D,20/08/1952,Sampaio das Flores,AP,12/09/2021,10/09/2031,33.904.214-1,IIRGD,AC,309.657.214-34,79616558505,D,Joao Costela,Liz Melo,Rodrigo Rocha
Luisa Pinto,C,23/05/1956,Barros,PA,13/06/2022,10/06/2032,67.718.788-3,IPF,ES,046.371.928-03,03204271953,C,Benicio Abreu,Melina Moraes,Luisa Pinto
Maria Vitoria Peixoto,C,22/02/1966,Sampaio,AP,21/10/2017,19/10/2027,75.308.181-3,IPF,AL,729.804.356-00,78254805791,C,Henry Gabriel Pinto,Maria Luiza Pires,Maria Vitoria Peixoto
Henry Gabriel Nascimento,B,14/04/1951,Aparecida de Araujo,RO,15/12/2017,13/12/2027,65.511.395-2,IFP,SC,531.094.628-42,99522529850,B,Dom da Paz,Ana Sophia Barbosa,Henry Gabriel Nascimento
Isabela Gomes,A,04/10/1987,Vasconcelos,DF,07/12/2016,05/12/2026,15.674.816-5,IIRGD,AP,194.836.502-24,08882655215,A,Rael Nogueira,Olivia Dias,Isabela Gomes
Allana Castro,A,27/09/1970,Santos,RS,09/11/2022,06/11/2032,47.531.270-1,IFP,RS,913.602.847-96,57818372830,A,Dr. Marcelo Moura,Cecilia Moreira,Allana Castro
Noah Moreira,D,14/03/1945,Sampaio,PI,15/06/2019,12/06/2029,63.655.472-7,SSP,AC,624.809.375-00,26974910613,D,Jose Teixeira,Isabela Machado,Noah Moreira
Thiago Rodrigues,E,28/07/2007,Teixeira dos Dourados,AP,13/01/2022,11/01/2032,39.808.591-0,PC,PE,269.083.571-12,68095590840,E,Fernando Azevedo,Mariah Barbosa,Thiago Rodrigues
Alice Silva,E,02/02/2001,Albuquerque do Galho,RN,31/07/2019,28/07/2029,88.672.888-6,IIRGD,PR,652.387.049-92,55353828556,E,Anthony Gabriel Costela,Maria Vitoria Porto,Alice Silva
Mateus Lima,D,20/08/2004,Novais do Norte,SE,06/07/2018,03/07/2028,68.245.984-8,DETRAN,SP,415.790.382-04,84918344186,D,Anthony Goncalves,Ana Liz Cavalcante,Mateus Lima
Clarice Guerra,B,01/11/1957,Brito do Amparo,MG,10/10/2016,08/10/2026,65.573.745-8,PC,SP,721.586.493-64,60229019052,B,Leandro Macedo,Bruna da Rocha,Clarice Guerra
Liam Rodrigues,D,14/12/1995,Monteiro da Mata,SP,28/12/2021,26/12/2031,26.783.117-2,IPF,RO,960.532.841-06,43216080462,D,Mateus da Paz,Esther Pastor,Liam Rodrigues
Ana Julia Ramos,D,08/09/1996,Albuquerque do Sul,PI,06/03/2018,03/03/2028,88.548.396-5,IPF,MA,378.195.064-66,29195940580,D,Sr. Isaac Pimenta,Brenda Lopes,Ana Julia Ramos
Rafael Leao,C,10/12/1966,Monteiro,BA,16/12/2022,13/12/2032,36.928.367-5,SSP,CE,496.508.372-56,46343267122,C,Sr. Leandro Ferreira,Lorena Campos,Rafael Leao
Vitor Hugo Cirino,C,18/01/1971,Carvalho Paulista,MA,28/12/2015,25/12/2025,62.943.470-7,IFP,SE,624.815.039-70,17605523121,C,Joao Vitor Sousa,Antonella da Cruz,Vitor Hugo Cirino
Rafaela Fernandes,A,28/12/1992,Ribeiro do Galho,TO,23/06/2019,20/06/2029,49.590.135-2,DETRAN,GO,374.690.851-57,93881738236,A,Enrico Moreira,Larissa Rocha,Rafaela Fernandes
Bento Almeida,D,02/08/1964,Cunha da Mata,AP,18/09/2019,15/09/2029,74.579.269-9,DETRAN,PI,501.372.894-05,12817888784,D,Rael da Paz,Sra. Marina Gomes,Bento Almeida
Natalia da Conceicao,D,30/01/1979,da Rocha do Galho,SC,30/11/2018,27/11/2028,53.442.555-8,IPF,PI,972.681.435-91,88033162507,D,Marcos Vinicius da Mata,Rafaela Rezende,Natalia da Conceicao
Barbara Cavalcanti,C,06/11/1977,Novaes de Ribeiro,ES,30/09/2022,27/09/2032,85.522.230-8,PC,PI,247.389.560-00,81163964547,C,Pietro Guerra,Livia Alves,Barbara Cavalcanti
Joaquim Albuquerque,B,06/08/1956,Nunes,ES,30/09/2024,28/09/2034,24.430.645-8,SSP,PR,086.517.943-39,44630550323,B,Dr. Leandro Costa,Manuela Freitas,Joaquim Albuquerque
Vicente Nogueira,C,04/01/1973,Duarte,CE,03/10/2017,01/10/2027,36.980.931-0,PC,RS,940.567.321-16,79230572668,C,Diego Sampaio,Agatha Peixoto,Vicente Nogueira
Dante Silveira,E,25/08/1975,Caldeira,MS,24/10/2019,21/10/2029,86.493.104-8,IIRGD,DF,826.715.043-90,64979514800,E,Calebe Farias,Lais Cunha,Dante Silveira
Maria Alice Porto,B,10/10/1980,Pacheco,MS,09/04/2023,06/04/2033,90.192.643-4,IIRGD,ES,407.196.538-00,64839549320,B,Joao Pinto,Fernanda da Cruz,Maria Alice Porto
Agatha Machado,D,19/02/1981,Teixeira,AP,11/11/2017,09/11/2027,90.590.959-1,PC,MG,837.145.692-19,25891193256,D,Vitor Gabriel da Conceicao,Maria Liz Abreu,Agatha Machado
Kamilly Marques,E,07/09/2005,Cunha,CE,25/03/2016,23/03/2026,39.462.169-4,IIRGD,MS,402.976.135-61,60346071262,E,Calebe Machado,Barbara Duarte,Kamilly Marques
Rafaela Goncalves,B,17/10/1978,Rodrigues,PB,01/12/2016,29/11/2026,61.410.422-2,SSP,RJ,143.950.278-14,73374433863,B,Thiago Costa,Sra. Julia Rios,Rafaela Goncalves
Vitor Hugo Rocha,B,20/03/1984,Novais Paulista,RS,13/12/2015,10/12/2025,76.953.565-3,IPF,SP,208.965.471-67,11269152456,B,Theo Silveira,Pietra Ferreira,Vitor Hugo Rocha
Caio da Rosa,B,15/10/1970,Cassiano,SP,25/11/2021,23/11/2031,47.300.408-6,IFP,SP,803.962.154-24,08892075080,B,Marcelo Almeida,Srta. Luna Sa,Caio da Rosa
Rodrigo Rodrigues,E,14/06/1987,Brito,PA,07/08/2019,04/08/2029,87.990.554-0,IIRGD,AM,514.639.280-33,60856566720,E,Joao Miguel Sousa,Luara da Costa,Rodrigo Rodrigues
Valentim Peixoto,B,17/12/1994,da Costa,SP,22/08/2023,19/08/2033,60.434.237-1,DETRAN,ES,654.087.192-94,45093662035,B,Ryan Camara,Daniela Azevedo,Valentim Peixoto
Heloisa Correia,B,04/08/1955,Barbosa,TO,19/08/2018,16/08/2028,12.903.532-6,IFP,PR,578.013.942-32,08731040160,B,Ravy Melo,Ana Carolina Barbosa,Heloisa Correia
Esther Peixoto,A,13/03/1970,Pimenta do Campo,PE,20/09/2016,18/09/2026,25.208.974-6,IFP,RN,125.963.470-16,49492889057,A,Joaquim Araujo,Yasmin Vieira,Esther Peixoto
Bianca Oliveira,A,22/10/1986,Camargo de Castro,PA,17/04/2019,14/04/2029,32.330.748-3,DETRAN,BA,531.670.842-35,83819077767,A,Gustavo Souza,Kamilly Cavalcanti,Bianca Oliveira
Caue Viana,D,24/09/1967,Ramos do Oeste,GO,10/08/2017,08/08/2027,46.117.671-9,SSP,AC,806.421.735-08,13967497808,D,Sr. Joao Miguel Jesus,Ana Julia Cirino,Caue Viana
Bryan Barros,E,25/12/1996,Casa Grande da Mata,MT,26/10/2021,24/10/2031,23.142.190-0,DETRAN,ES,905.412.673-61,22955240304,E,Kaique Mendonca,Sofia Camargo,Bryan Barros
Raquel Camargo,C,16/06/1978,Siqueira de Cavalcanti,TO,20/04/2024,18/04/2034,89.558.224-5,PC,AM,631.750.942-52,49001126552,C,Dr. Leonardo Pinto,Valentina Rios,Raquel Camargo
Juliana Silva,B,02/05/1963,da Luz,AP,10/05/2021,08/05/2031,83.356.410-5,SSP,TO,928.546.013-51,93873809695,B,Andre Cardoso,Isabela Goncalves,Juliana Silva
Renan Almeida,B,17/05/1997,Vieira de Lima,TO,13/04/2023,10/04/2033,29.203.595-7,IPF,MG,958.726.013-95,34266921882,B,Jose Silva,Milena Farias,Renan Almeida
Agatha da Mota,E,30/11/1996,Cunha,MS,28/12/2019,25/12/2029,48.378.602-5,PC,SC,056.493.712-61,10222656086,E,Raul Casa Grande,Dra. Antonella Novais,Agatha da Mota
Lara Machado,E,08/06/1957,Moura,AC,13/12/2017,11/12/2027,32.455.288-5,IIRGD,AP,097.653.214-06,40271624380,E,Arthur Pimenta,Leticia Oliveira,Lara Machado
Sra. Marcela da Costa,A,04/09/1999,Albuquerque,MA,25/12/2022,22/12/2032,27.134.956-7,IPF,PB,245.731.890-41,94582129613,A,Luiz Fernando Siqueira,Ana Cecilia Pimenta,Sra. Marcela da Costa
Giovanna Pereira,E,12/01/1970,Fonseca dos Dourados,AL,25/11/2024,23/11/2034,88.915.167-1,DETRAN,PB,709.854.231-88,63851652375,E,Nicolas Teixeira,Barbara Fernandes,Giovanna Pereira
Lais Rodrigues,C,12/03/1996,Albuquerque,PB,06/01/2019,03/01/2029,80.959.994-5,SSP,TO,145.276.809-94,70332090868,C,Vitor Hugo Cunha,Marina Monteiro,Lais Rodrigues
Gael Pinto,C,28/11/1990,Farias Verde,RO,30/12/2020,28/12/2030,40.119.587-3,PC,PI,143.290.856-15,94806555032,C,Sr. Jose Costela,Hadassa da Cruz,Gael Pinto
Stella Sampaio,C,26/05/1962,Oliveira das Flores,TO,02/05/2020,30/04/2030,47.825.158-5,DETRAN,PE,765.942.380-00,06103233002,C,Dr. Luiz Fernando da Conceicao,Lais Sa,Stella Sampaio
Ana Moraes,B,09/11/1996,Ferreira,PB,31/12/2017,29/12/2027,53.246.537-9,IFP,PR,493.675.201-07,42264643797,B,Ravi Pinto,Sra. Eduarda Fogaca,Ana Moraes
Caleb Marques,B,05/08/2007,Cirino da Serra,PR,10/02/2018,08/02/2028,54.659.891-0,IFP,BA,401.382.569-42,58908944410,B,Dr. Mateus Pimenta,Julia Fernandes,Caleb Marques
Alicia da Mata,E,07/01/1993,Vasconcelos Verde,SP,14/03/2023,11/03/2033,62.614.633-8,DETRAN,AP,031.942.568-15,54858976672,E,Kaique Campos,Evelyn Rezende,Alicia da Mata
Bernardo Costa,A,04/08/1964,Cavalcante,AP,01/10/2017,29/09/2027,22.409.373-4,SSP,SP,240.765.193-61,31173782327,A,Anthony Abreu,Elisa Correia,Bernardo Costa
Rafaela Vasconcelos,D,10/04/1972,Mendonca,RR,22/12/2023,19/12/2033,53.148.858-3,SSP,AM,490.826.573-92,90528949324,D,Joao Miguel Casa Grande,Kamilly Fernandes,Rafaela Vasconcelos
Dr. Gabriel Mendonca,C,25/01/1977,Fogaca de Goias,AP,18/06/2019,15/06/2029,18.631.884-6,IFP,RR,912.063.547-80,26198327844,C,Mateus Peixoto,Larissa Sousa,Dr. Gabriel Mendonca
Francisco Farias,B,12/01/1969,Sales de Machado,RJ,20/08/2019,17/08/2029,36.255.560-2,DETRAN,RN,748.905.321-88,06600628068,B,Diego Moreira,Rafaela Sales,Francisco Farias
Maria Clara da Costa,B,21/07/1993,Borges de Minas,GO,23/07/2020,21/07/2030,13.214.518-3,IFP,MS,083.127.496-40,48441586284,B,Rodrigo Moura,Maite Abreu,Maria Clara da Costa
Antony Cassiano,E,04/08/1964,Carvalho do Norte,AC,15/11/2022,12/11/2032,62.175.701-5,IIRGD,GO,730.452.961-06,67410473757,E,Dr. Bernardo Lima,Agatha Novais,Antony Cassiano
Davi Lucas da Cunha,A,02/02/1989,Aparecida Grande,GO,12/12/2021,10/12/2031,30.741.645-1,PC,PA,067.139.528-95,30788230262,A,Leo Borges,Larissa Oliveira,Davi Lucas da Cunha
Stella Castro,C,19/05/1978,Correia Paulista,AL,05/07/2024,03/07/2034,57.966.964-2,IPF,PA,014.798.562-58,70868474035,C,Dr. Henry Lima,Maria Clara da Paz,Stella Castro
Davi Lucca Rios,C,08/05/1973,Cassiano,CE,23/06/2018,20/06/2028,97.963.537-3,PC,SP,912.370.486-13,75665878871,C,Benjamim Martins,Mariah Santos,Davi Lucca Rios
Gael Henrique Sousa,A,21/02/1973,Fernandes,TO,27/10/2019,24/10/2029,27.430.939-6,DETRAN,DF,297.068.315-68,03825869679,A,Breno Siqueira,Isadora Vasconcelos,Gael Henrique Sousa
Eduardo Borges,A,04/05/1971,Nascimento,MA,28/02/2022,26/02/2032,56.917.268-0,SSP,AL,419.785.620-20,05594932689,A,Benjamin Ribeiro,Lavinia Nogueira,Eduardo Borges
Ana Laura Pacheco,C,30/05/1981,Viana,MT,21/04/2022,18/04/2032,14.868.930-8,IFP,SP,374.596.802-65,83990090783,C,Ravi Lucca Rocha,Maria Cecilia Pastor,Ana Laura Pacheco
